,headline,excerpt,share_text
354,many miles would walk right vote years later need remember,We must never forget. ,
355,asks question times believe city solved homelessness,,"He called their houses the ""moochitorium"" — but that was before he paid them a visit."
356,watch nd guy first seconds anything like,,
357,yeah fake really really fake important,Which box do you check? It depends on the year.,"There's no science behind it, but we hold onto it for dear life. For God's sake, why?"
358,watch nd guy first seconds anything like,You can totally handle this. ,Know when you're so embarrassed for someone you cringe? Times that by 100.
359,watch nd guy first seconds anything like,"Even if you don't need this advice, you probably know someone who does.",Know when you're so embarrassed for someone you cringe? Times that by 100.
360,watch nd guy first seconds anything like,You can totally handle this. ,Know when you're so embarrassed for someone you cringe? Times that by 100.
361,guy struggling get date reason beyond gross,,He was expecting a little acceptance. 
362,researcher thinks knows boss jerk,,
363,watch supercut showing red carpet coverage ashamed,"Ask the worst questions, expect this in response.",
364,farmer started talking saving water water poured eyes shark bit,,"Farmer = 1, Sharks = 0"
365,farmer started talking saving water water poured eyes shark bit,,"Eat or get eaten, these guys are brutal. Especially 1."
366,might see ladies novelties real gets ask em,What a fun way to make a strong point. ,There's a lot more to these women than meets the eye.
367,billie holiday performed song live never allowed encore,"This song was first recorded in 1939, and it opened the eyes of a nation.",This is haunting.
368,thought seen alabama started taking pregnant teens court,C'mon y'all. Get it together. ,"You know you've had a bad day when your unborn fetus takes you to court. It's happening here, and The Daily Show is all over it. "
369,dangerous form therapy believe legal states,"It's based on what real experts would call ""pseudoscience.""",
370,dangerous form therapy believe legal states,"It's based on what real experts would call ""pseudoscience.""","There aren't enough air quotes in the world to properly explain just how non-therapeutic this so-called ""therapy"" is. "
371,dangerous form therapy believe legal states,"It's based on what real experts would call ""pseudoscience.""","""When you peel back the layers it becomes pretty clear what's going on. The real illness is us,"" says Laci Green, ""The social illness that aggressively asserts that being straight and cis are normal while everyone else is abnormal and needs help."""
372,group black men ask question sums many problems society,This question gets to so many issues in our society. ,
373,scares hell world leaders give away keys internet,,
374,people see individual trees struggling survive sees thriving connected family,,
375,scares hell world leaders give away keys internet,,Corporations are making a major internet power grab. The shocking thing is that governments are helping them. - Robby Berman
376,know heard song ever really tried imagine,You know you want to sing along.,
377,one biggest enemies feminism person printed cheap paper,,See why we have an absolutely messed up idea of what 'beautiful' is in about 3 minutes.
378,bieber junk splashed net junk least offensive part,,It's not the size that counts. It really isn't. 
379,really blame ridiculous amounts trash produce,,
380,ha good luck getting fantastic women care think,,
381,climber musician programmer pilot calligrapher journalist badass thing common,,
382,may know awesome women yet minutes glad,,
383,exactly thing affects happiness anything else matter,"Challenging, but brilliant.",
384,dangerous form therapy believe legal states,"It's based on what real experts would call ""pseudoscience.""",New Jersey and California are the only two states taking a stand against this barbaric treatment.
385,dangerous form therapy believe legal states,"It's based on what real experts would call ""pseudoscience.""",New Jersey and California are the only two states taking a stand against this barbaric treatment.
386,doctor advice inner happiness easy believer tried,A doctor's orders for a happy brain.,
387,sentenced prison marrying fought back,Fascinating.,
388,tv award winners big deal take closer look,,
389,tv award winners big deal take closer look,,
390,tv award winners big deal take closer look,,
391,sentenced prison marrying read right,Richard and Mildred Loving blazed a trail. Did you now how it’s still affecting us all today?,Did you know?
392,sentenced prison marrying read right,Richard and Mildred Loving blazed a trail. Did you now how it’s still affecting us all today?,I learned something today!
393,sentenced prison marrying read right,Richard and Mildred Loving blazed a trail. Did you now how it’s still affecting us all today?,"Almost 50 years ago, some of the same arguments were used to prohibit other folks from getting married. "
394,sentenced prison marrying read right,Richard and Mildred Loving blazed a trail. Did you now how it’s still affecting us all today?,Wow!
395,sentenced prison marrying read right,Richard and Mildred Loving blazed a trail. Did you now how it’s still affecting us all today?,"Luckily, the forces of good eventually win out. "
396,sentenced prison marrying read right,Richard and Mildred Loving blazed a trail. Did you now how it’s still affecting us all today?,Fancy a bit of history?
397,fit single category sure slowing,He pretty much gives zero f***s what you think.,"He doesn't care if you use ""he"" or ""she"". He also couldn't care less what you think of him."
398,potential boyfriends broke,Stories that matter. Pass them on and on. ,
399,wrestler helping people see anyone feminist,,
400,fit single category sure slowing,"Straight up, no BS.","He doesn't care if you use ""he"" or ""she"". She also couldn't care less what you think of him."
401,fit single category sure slowing,"Straight up, no BS.","She's a man, and she pretty much gives zero f***s what you think of that."
